,score,score,score,score,user score,user score,players,players,players
,mean,median,count,std,mean,median,sum,mean,max
genre,,,,,,,,,
"Action,Simulation,Flight,Flight,Combat",65.35,69.0,20,12.448948380866293,6.279999999999999,6.7,0.0,,
"Action,Simulation,Flight,Flight,Modern Jet,Combat",74.0,74.0,1,,8.2,8.2,0.0,,
"Action,Simulation,Flight,Flight,Vehicle,Combat",81.0,81.0,1,,5.8,5.8,0.0,,
"Action,Simulation,Flight,General,Combat",70.0,73.0,3,6.082762530298219,6.533333333333334,6.8,0.0,,
"Action,Simulation,Flight,Shooter,Light Gun,Combat",60.0,60.0,1,,6.2,6.2,0.0,,
"Action,Simulation,General,Flight,General,Combat",71.0,71.0,1,,7.6,7.6,0.0,,
"Action,Simulation,General,Flight,Vehicle,Combat",76.0,76.0,1,,5.5,5.5,0.0,,
"Action,Simulation,General,Flight,WWII,WWII,Combat",70.0,70.0,1,,8.4,8.4,0.0,,
"Action,Simulation,General,General,Space,Combat",57.0,57.0,1,,6.5,6.5,0.0,,
"Action,Simulation,General,General,Vehicle,Combat",48.5,48.5,2,12.020815280171307,5.4,5.4,0.0,,
"Action,Simulation,General,General,Virtual,Career",76.8,79.0,5,5.674504383644442,8.22,8.3,0.0,,
"Action,Simulation,General,General,Virtual,Pet",66.0,66.0,1,,7.5,7.5,0.0,,
"Action,Simulation,General,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",35.0,35.0,1,,5.0,5.0,0.0,,
"Action,Simulation,General,Submarine,Submarine,Marine,Combat",58.0,58.0,1,,6.3,6.3,0.0,,
"Action,Simulation,General,Virtual,Career",81.0,81.0,1,,8.3,8.3,0.0,,
"Action,Simulation,General,Virtual,Virtual Life",77.0,77.0,1,,5.7,5.7,0.0,,
"Action,Simulation,Miscellaneous,General,Puzzle,General,Virtual,General,Career",82.0,82.0,1,,8.2,8.2,0.0,,
"Action,Simulation,Miscellaneous,General,Virtual,Career",60.0,60.0,1,,7.1,7.1,0.0,,
"Action,Simulation,Miscellaneous,Rhythm,Virtual,Music,Music,Career",54.0,54.0,1,,6.1,6.1,0.0,,
"Action,Simulation,Shooter,Flight,Shooter,Combat,Third-Person,Tactical,Historic,Historic",69.0,69.0,1,,5.3,5.3,0.0,,
"Action,Simulation,Shooter,Flight,Shooter,Third-Person,Combat,Sci-Fi,Sci-Fi,Arcade",80.0,80.0,2,5.656854249492381,7.65,7.65,0.0,,
"Action,Simulation,Shooter,Flight,Third-Person,Helicopter,Modern",65.0,65.0,1,,8.2,8.2,0.0,,
"Action,Simulation,Shooter,Sci-Fi,Space,Third-Person,Small Spaceship,Combat,Sci-Fi",52.0,52.0,1,,5.9,5.9,0.0,,
"Action,Simulation,Shooter,Vehicle,Third-Person,Combat,Tactical",78.0,78.0,2,2.8284271247461903,5.5,5.5,0.0,,
"Action,Simulation,Tank,General",50.0,50.0,1,,,,0.0,,
"Action,Sports,Fighting,Fighting,Individual,3D,3D,Combat,Boxing / Martial Arts",48.0,48.0,2,1.4142135623730951,5.9,5.9,4.0,2.0,2.0
"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",72.5111111111111,74.0,45,9.626247787411604,7.171111111111111,7.2,10.0,2.0,2.0
"Action,Sports,Fighting,Fighting,Individual,Wrestling,Wrestling,Combat,Boxing / Martial Arts",78.0,78.0,2,1.4142135623730951,7.45,7.45,0.0,,
"Action,Sports,Fighting,Individual,3D,Combat,Boxing / Martial Arts",77.0,77.0,1,,7.1,7.1,0.0,,
"Action,Sports,Fighting,Individual,Combat,Wrestling",59.0,59.0,2,4.242640687119285,5.25,5.25,0.0,,
"Action,Sports,General,General,Team,Other",36.0,36.0,1,,7.0,7.0,0.0,,
"Action,Sports,General,Individual,Combat,Wrestling",72.5,72.5,2,0.7071067811865476,6.25,6.25,0.0,,
"Action,Sports,General,Olympic Sports,Olympic Sports,Individual,Athletics",63.0,63.0,1,,7.8,7.8,0.0,,
"Action,Sports,General,Platformer,3D",81.0,81.0,1,,7.1,7.1,0.0,,
"Action,Sports,General,Team,Football,Sim",79.0,79.0,1,,1.9,1.9,0.0,,
"Action,Sports,General,Team,Soccer,Arcade",53.0,53.0,1,,6.9,6.9,0.0,,
"Action,Strategy,General",68.0,68.0,1,,7.4,7.4,0.0,,
"Action,Strategy,General,Breeding/Constructing,General,Breeding/Constructing",77.0,77.0,1,,6.9,6.9,0.0,,
"Action,Strategy,General,General",73.0,73.0,1,,7.3,7.3,0.0,,
"Action,Strategy,General,General,General",65.0,65.0,1,,,,0.0,,
"Action,Strategy,General,General,General,Beat-'Em-Up,3D",79.0,79.0,1,,7.7,7.7,0.0,,
"Action,Strategy,General,Management,Business / Tycoon",68.0,68.0,1,,7.0,7.0,0.0,,
"Action,Strategy,General,Real-Time,General",71.0,76.5,4,12.884098726725124,8.433333333333334,8.3,0.0,,
"Action,Strategy,General,Real-Time,General,Defense",78.5,80.5,6,6.862943974709396,7.866666666666667,8.0,0.0,,
"Action,Strategy,General,Real-Time,MOBA,MOBA",77.0,77.0,2,2.8284271247461903,7.5,7.5,0.0,,
"Action,Strategy,General,Real-Time,Sci-Fi,General",78.0,78.0,1,,7.0,7.0,0.0,,
"Action,Strategy,General,Real-Time,Sci-Fi,Sci-Fi,General",77.0,77.0,1,,7.7,7.7,0.0,,
"Action,Strategy,Real-Time,Beat-'Em-Up,Fantasy,General,Fantasy",56.0,56.0,1,,6.0,6.0,0.0,,
"Action,Strategy,Real-Time,Fighting,2D,MOBA,MOBA",76.0,76.0,2,1.4142135623730951,7.550000000000001,7.550000000000001,0.0,,
"Action,Strategy,Real-Time,General",70.75,73.0,4,12.148388096094612,7.075,6.9,0.0,,
"Action,Strategy,Real-Time,General,Defense",63.0,63.0,1,,7.1,7.1,0.0,,
"Action,Strategy,Real-Time,General,MOBA",77.5,77.5,2,12.020815280171307,6.300000000000001,6.300000000000001,0.0,,
"Action,Strategy,Real-Time,Platformer,Platformer,2D,2D,Command",44.0,44.0,1,,7.2,7.2,0.0,,
"Action,Strategy,Real-Time,Shooter,First-Person,General,Tactical",69.0,69.0,1,,7.6,7.6,0.0,,
"Action,Strategy,Real-Time,Shooter,First-Person,Sci-Fi,Tactics,Sci-Fi",68.0,68.0,1,,7.7,7.7,0.0,,
"Action,Strategy,Rhythm,Management,Music,Business / Tycoon",59.0,59.0,1,,5.7,5.7,0.0,,
"Action,Strategy,Shooter,General,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",75.0,75.0,2,1.4142135623730951,7.550000000000001,7.550000000000001,0.0,,
"Action,Strategy,Shooter,Real-Time,General,Third-Person,Defense,Sci-Fi",75.0,75.0,1,,5.3,5.3,0.0,,
"Action,Strategy,Shooter,Real-Time,Third-Person,MOBA,MOBA,Modern",76.0,76.0,1,,3.7,3.7,0.0,,
"Action,Strategy,Shooter,Turn-Based,General,Modern,Modern,First-Person,Tactical,Modern",77.0,77.0,1,,7.9,7.9,0.0,,
"Action,Strategy,Turn-Based,General,Tactics",63.5,63.5,6,11.484772527133483,4.8,4.35,0.0,,
"Action,Third-Person,Shooter,Modern,Rail,Simulation,Space,Combat",69.0,69.0,1,,7.4,7.4,0.0,,
"Adventure,3D,Fantasy,Third-Person",72.0,72.0,2,5.656854249492381,6.85,6.85,0.0,,
"Adventure,3D,Fantasy,Third-Person,Fantasy",72.07142857142857,71.0,14,7.800042265312374,7.385714285714286,7.6,0.0,,
"Adventure,3D,First-Person",68.27210884353741,69.0,147,11.110008953505675,6.378417266187051,6.5,2.0,2.0,2.0
"Adventure,3D,First-Person,Fantasy",58.25,58.5,4,14.291605927956452,5.0,5.0,0.0,,
"Adventure,3D,First-Person,Fantasy,Fantasy",66.36363636363636,72.0,11,16.63293556334977,6.222222222222222,7.0,0.0,,
"Adventure,3D,First-Person,Fantasy,Third-Person,Fantasy",41.0,41.0,1,,3.7,3.7,0.0,,
"Adventure,3D,First-Person,Modern",66.25,72.5,4,16.78044496827582,6.733333333333333,6.8,0.0,,
"Adventure,3D,First-Person,Modern,Modern",66.05263157894737,66.0,19,7.471974930145654,6.542105263157895,6.8,0.0,,
"Adventure,3D,First-Person,Sci-Fi",71.5,71.5,2,23.33452377915607,8.1,8.1,0.0,,
"Adventure,3D,First-Person,Sci-Fi,Sci-Fi",62.0,62.0,3,9.0,5.699999999999999,5.699999999999999,0.0,,
"Adventure,3D,First-Person,Third-Person",69.33333333333333,71.0,3,6.658328118479391,7.666666666666667,7.5,0.0,,
"Adventure,3D,Modern,Third-Person",55.5,55.5,2,26.16295090390226,5.8,5.8,0.0,,
"Adventure,3D,Modern,Third-Person,Modern",67.0952380952381,68.0,21,11.076573305426017,6.811111111111111,7.4,0.0,,
"Adventure,3D,Point-and-Click,First-Person,Modern",56.0,56.0,1,,7.8,7.8,0.0,,
"Adventure,3D,Point-and-Click,First-Person,Modern,Modern",55.333333333333336,57.0,3,6.658328118479393,4.45,4.45,0.0,,
"Adventure,3D,Point-and-Click,First-Person,Sci-Fi,Sci-Fi",66.0,66.0,1,,5.8,5.8,0.0,,
"Adventure,3D,Point-and-Click,Modern,Third-Person",79.0,79.0,1,,7.9,7.9,0.0,,
"Adventure,3D,Point-and-Click,Modern,Third-Person,Modern",55.333333333333336,51.0,3,8.386497083606084,5.833333333333333,6.2,0.0,,
"Adventure,3D,Point-and-Click,Third-Person",70.66666666666667,67.0,3,7.234178138070236,7.2,7.2,0.0,,
"Adventure,3D,Sci-Fi,Sci-Fi,Third-Person",61.0,63.0,3,6.244997998398398,5.7,6.1,0.0,,
"Adventure,3D,Sci-Fi,Third-Person",62.0,62.0,1,,6.4,6.4,0.0,,
"Adventure,3D,Third-Person",68.1590909090909,69.0,44,7.448874370459756,6.573170731707317,6.9,0.0,,
"Adventure,3D,Third-Person,Fantasy",67.0,67.0,2,24.041630560342615,7.65,7.65,0.0,,
"Adventure,Action Adventure,General",72.25,72.5,4,3.500000000000002,6.4,6.5,0.0,,
"Adventure,First-Person,3D,Point-and-Click,Modern,Third-Person,Modern",68.0,68.0,1,,7.5,7.5,0.0,,
"Adventure,First-Person,Fantasy",61.6,57.0,5,8.763560920082657,7.0,7.0,0.0,,
"Adventure,First-Person,General,Point-and-Click,Fantasy",74.0,74.0,1,,7.0,7.0,0.0,,
"Adventure,First-Person,General,Point-and-Click,Modern",67.0,67.0,1,,8.2,8.2,0.0,,
"Adventure,First-Person,Modern",54.0,54.0,2,12.727922061357855,7.3,7.3,0.0,,
"Adventure,First-Person,Point-and-Click,Modern,Fantasy,Modern",67.5,67.5,2,0.7071067811865476,6.65,6.65,0.0,,
"Adventure,First-Person,Point-and-Click,Modern,Modern",73.75,75.0,4,7.0887234393789145,7.775,7.6,0.0,,
"Adventure,First-Person,Visual Novel,Modern,Modern",74.4,76.0,5,7.05691150575094,8.8,8.8,0.0,,
"Adventure,General",71.89761092150171,73.0,293,9.078977736425523,6.858203125,7.1,0.0,,
"Adventure,General,3D,Fantasy,Third-Person,Fantasy",80.0,79.5,8,1.927248223318864,7.75,7.7,0.0,,
"Adventure,General,3D,First-Person",62.0,59.5,4,19.748417658131498,4.6,4.6,0.0,,
"Adventure,General,3D,First-Person,Modern,Modern",58.0,58.0,1,,6.4,6.4,0.0,,
"Adventure,General,3D,Point-and-Click,Third-Person",80.54545454545455,80.0,11,3.0777796010642597,7.445454545454546,7.5,0.0,,
"Adventure,General,3D,Point-and-Click,Third-Person,Fantasy",73.0,73.0,1,,6.3,6.3,0.0,,
"Adventure,General,3D,Third-Person",72.57142857142857,75.0,7,7.870983480631943,6.828571428571428,7.2,0.0,,
"Adventure,General,3D,Third-Person,Fantasy",68.0,68.0,2,22.627416997969522,7.4,7.4,0.0,,
"Adventure,General,Action Adventure,General,Fantasy",54.0,54.0,1,,4.7,4.7,0.0,,
"Adventure,General,Action Adventure,Open-World",78.0,78.0,1,,8.0,8.0,0.0,,
"Adventure,General,Action Adventure,Sandbox",79.0,79.0,1,,7.6,7.6,0.0,,
"Adventure,General,Action,General,General,Arcade",92.0,92.0,2,1.4142135623730951,7.699999999999999,7.699999999999999,0.0,,
"Adventure,General,Action,Platformer,2D",64.0,64.0,2,15.556349186104045,7.0,7.0,0.0,,
"Adventure,General,Action,Platformer,Platformer,2D,2D",86.0,86.0,1,,8.5,8.5,0.0,,
"Adventure,General,Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",76.0,76.0,1,,,,0.0,,
"Adventure,General,General",65.00806451612904,66.5,124,12.603713459588544,6.772115384615384,6.95,0.0,,
"Adventure,General,General,3D,First-Person,Fantasy",76.33333333333333,77.0,3,4.041451884327379,5.533333333333334,5.6,0.0,,
"Adventure,General,General,3D,Third-Person",62.833333333333336,62.0,6,10.998484744121196,7.833333333333333,8.35,0.0,,
"Adventure,General,General,3D,Third-Person,Fantasy",94.0,94.0,1,,9.1,9.1,0.0,,
"Adventure,General,General,Point-and-Click",69.97916666666667,71.0,48,10.411715135208876,7.0978260869565215,7.35,0.0,,
"Adventure,General,General,Visual Novel",73.125,78.0,8,13.346347815039136,7.8374999999999995,8.1,0.0,,
"Adventure,General,General,Visual Novel,Point-and-Click",55.666666666666664,54.0,3,3.785938897200182,4.3999999999999995,4.7,0.0,,
"Adventure,General,Point-and-Click",70.23529411764706,73.0,17,8.814259836797875,6.917647058823529,7.4,0.0,,
"Adventure,General,Text",70.5,70.5,2,9.192388155425117,4.45,4.45,0.0,,
"Adventure,General,Third-Person,General,Point-and-Click,Fantasy",82.0,82.0,1,,8.3,8.3,0.0,,
"Adventure,General,Third-Person,General,Point-and-Click,Modern",77.0,77.0,1,,7.5,7.5,0.0,,
"Adventure,General,Third-Person,General,Point-and-Click,Sci-Fi",83.5,83.5,2,2.1213203435596424,8.5,8.5,0.0,,
"Adventure,General,Visual Novel",74.14285714285714,76.0,7,9.281317640446169,8.042857142857143,8.3,0.0,,
"Adventure,Party",54.0,54.0,1,,7.3,7.3,0.0,,
"Adventure,Point-and-Click",72.48672566371681,73.0,113,7.243365245233259,6.7592592592592595,7.0,0.0,,
"Adventure,Puzzle,Action,General",76.0,76.0,1,,7.3,7.3,0.0,,
"Adventure,Puzzle,General,3D,First-Person",59.0,59.0,1,,6.4,6.4,0.0,,
"Adventure,Simulation,General",62.0,62.0,1,,6.6,6.6,0.0,,
"Adventure,Text",77.66666666666667,79.0,3,4.163331998932267,7.3999999999999995,7.0,0.0,,
"Adventure,Text,Action,Platformer,Platformer,2D,2D",90.0,90.0,1,,7.4,7.4,0.0,,
"Adventure,Third-Person,Fantasy",70.11111111111111,72.0,9,10.936686477681947,8.022222222222222,8.3,0.0,,
"Adventure,Third-Person,General,Modern",65.0,65.0,1,,7.9,7.9,0.0,,
"Adventure,Third-Person,Modern",71.42857142857143,70.0,7,9.997618764104825,6.8428571428571425,7.0,0.0,,
"Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy",79.5,79.5,2,16.263455967290593,7.699999999999999,7.699999999999999,0.0,,
"Adventure,Third-Person,Point-and-Click,Modern",63.0,63.0,1,,7.5,7.5,0.0,,
"Adventure,Third-Person,Point-and-Click,Modern,Modern",73.66666666666667,75.0,3,4.163331998932267,7.533333333333334,7.6,0.0,,
"Adventure,Third-Person,Sci-Fi",67.0,67.0,1,,7.9,7.9,0.0,,
"Adventure,Third-Person,Text,Point-and-Click,Modern,Modern",56.0,56.0,1,,8.2,8.2,0.0,,
"Adventure,Visual Novel",74.58620689655173,77.0,58,9.030230870275563,7.013725490196078,7.3,2.0,2.0,2.0
"Alternative,Biking,Sports,Individual,Biking",65.0,65.0,1,,7.5,7.5,0.0,,
"Alternative,Other,Sports,Miscellaneous,Parlor,Individual,Billiards",71.5,71.5,2,4.949747468305833,6.95,6.95,2.0,2.0,2.0
"Arcade,Action,Shooter,First-Person,Tactical",83.0,83.0,1,,7.1,7.1,0.0,,
"Arcade,Sports,Team,Basketball,Sim",78.0,78.0,2,2.8284271247461903,2.95,2.95,0.0,,
"Arcade,Sports,Traditional,Individual,Golf,Arcade",65.0,65.0,1,,5.6,5.6,0.0,,
"Arcade,Sports,Traditional,Team,Basketball,Arcade",39.5,39.5,2,4.949747468305833,2.85,2.85,4.0,2.0,2.0
"Beat-'Em-Up,Action,Fighting,2D",65.0,65.0,1,,7.2,7.2,0.0,,
"Breeding/Constructing,Strategy,General",76.0,76.0,1,,8.0,8.0,0.0,,
"Card Battle,Action,Strategy,Miscellaneous,Turn-Based,Platformer,3D,Card Battle",50.0,50.0,1,,4.9,4.9,0.0,,
"Card Battle,Strategy,Miscellaneous,Turn-Based,Card Battle",78.5,78.5,2,13.435028842544403,6.2,6.2,2.0,2.0,2.0
"City Building,Modern,Strategy,Management,Government",85.0,85.0,1,,8.8,8.8,0.0,,
"Compilation,Miscellaneous,Adventure,Compilation,Point-and-Click",89.0,89.0,1,,8.8,8.8,0.0,,
"Compilation,Miscellaneous,Compilation",77.0,77.0,1,,8.3,8.3,0.0,,
"Console-style RPG,Console-style RPG,Role-Playing,Japanese-Style",76.5,76.5,2,0.7071067811865476,7.3,7.3,0.0,,
"Console-style RPG,Role-Playing,Console-style RPG,Japanese-Style",85.0,85.0,1,,8.4,8.4,0.0,,
"Console-style RPG,Role-Playing,Japanese-Style",71.33333333333333,76.0,3,11.71893055416463,8.066666666666668,8.4,0.0,,
"Dancing,Action,Miscellaneous,Rhythm,Dancing",86.0,86.0,1,,7.9,7.9,0.0,,
"Driving,Action Adventure,Mission-based,Mission-based,Open-World",82.0,82.0,1,,8.1,8.1,0.0,,
"Driving,Action Adventure,Modern,Racing,General,Modern,Motorcycle,Motocross",19.0,19.0,1,,1.3,1.3,0.0,,
"Driving,Action Adventure,Racing,Mission-based,Arcade,Mission-based,Open-World,Automobile",49.5,49.5,2,13.435028842544403,4.5,4.5,0.0,,
"Driving,Car Combat",65.86363636363636,66.0,22,10.039424450138736,7.475,7.4,0.0,,
"Driving,Car Combat,Car Combat,Simulation,Vehicle,Combat",62.0,62.0,2,11.313708498984761,5.75,5.75,0.0,,
"Driving,Demolition Derby",67.75,70.5,12,7.509085406117288,7.5,7.9,0.0,,
"Driving,GT / Street,Racing,Simulation,Automobile",84.5,84.5,2,3.5355339059327378,7.6,7.6,0.0,,
"Driving,General",83.0,83.0,2,1.4142135623730951,7.75,7.75,0.0,,
"Driving,General,GT / Street,Racing,Simulation,Automobile",85.0,85.0,1,,8.4,8.4,0.0,,
"Driving,General,General,Racing,Arcade,Automobile",81.0,81.0,1,,7.3,7.3,0.0,,
"Driving,General,Racing,Simulation,General,Automobile",83.0,83.0,1,,7.1,7.1,0.0,,
"Driving,Kart,Racing,Arcade,Automobile",90.0,90.0,1,,8.9,8.9,0.0,,
"Driving,Mission-based",64.68627450980392,64.0,51,10.496647457314015,6.715909090909091,7.0,0.0,,
"Driving,Mission-based,Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",62.0,62.0,1,,7.2,7.2,0.0,,
"Driving,Modern,Racing,Motorcycle,Motocross,Modern,Action Adventure,General",16.0,16.0,1,,1.3,1.3,0.0,,
"Driving,Racing,Arcade",70.54838709677419,71.5,62,14.1533491597524,7.6037037037037045,7.85,0.0,,
"Driving,Racing,Arcade,Arcade,Automobile",67.30337078651685,70.0,89,15.765615991758516,7.025301204819278,7.3,0.0,,
"Driving,Racing,Arcade,Arcade,Other",52.0,52.0,1,,,,0.0,,
"Driving,Racing,Arcade,Arcade,Other,Automobile",56.0,56.0,1,,8.0,8.0,0.0,,
"Driving,Racing,Arcade,Automobile",65.5,64.5,6,12.275992831539126,7.05,6.7,0.0,,
"Driving,Racing,Arcade,Drag,Futuristic,Drag",72.0,72.0,2,4.242640687119285,7.7,7.7,0.0,,
"Driving,Racing,Arcade,Formula One,Formula One,Automobile",62.0,61.0,3,1.7320508075688772,6.233333333333333,6.0,0.0,,
"Driving,Racing,Arcade,Futuristic",74.33333333333333,76.0,3,7.637626158259732,7.2,6.9,0.0,,
"Driving,Racing,Arcade,Futuristic,Automobile",61.0,61.0,1,,7.0,7.0,0.0,,
"Driving,Racing,Arcade,Futuristic,Futuristic",71.07692307692308,73.0,13,13.871202414003498,6.746153846153846,7.4,0.0,,
"Driving,Racing,Arcade,GT / Street,GT / Street,Automobile",22.0,22.0,1,,1.3,1.3,0.0,,
"Driving,Racing,Arcade,Kart,Automobile",87.0,87.0,1,,8.9,8.9,0.0,,
"Driving,Racing,Arcade,Kart,Kart,Automobile",80.77777777777777,78.0,9,6.119186583561937,8.122222222222222,8.2,0.0,,
"Driving,Racing,Arcade,Kart,Other,Kart",57.81818181818182,62.0,11,14.133776436736097,7.0200000000000005,7.1,0.0,,
"Driving,Racing,Arcade,Kart,Other,Kart,Automobile",73.57142857142857,75.0,7,7.6345081233642205,7.357142857142857,7.8,0.0,,
"Driving,Racing,Arcade,Mission-based,Automobile",74.5,74.5,2,0.7071067811865476,6.6,6.6,0.0,,
"Driving,Racing,Arcade,Mission-based,GT / Street,Automobile",56.0,56.0,1,,7.4,7.4,0.0,,
"Driving,Racing,Arcade,Motorcycle,Automobile,Street,Street",79.66666666666667,80.0,3,0.5773502691896278,7.0,7.0,0.0,,
"Driving,Racing,Arcade,Motorcycle,Other,Motocross",62.25,66.5,4,9.535023160258536,6.0,6.2,0.0,,
"Driving,Racing,Arcade,Motorcycle,Other,Motocross,Motocross",69.28571428571429,70.0,7,10.965313275875674,7.216666666666666,7.3,0.0,,
"Driving,Racing,Arcade,On-foot,Other,On-foot",56.666666666666664,60.0,3,9.451631252505216,6.966666666666666,7.7,0.0,,
"Driving,Racing,Arcade,Other,Other",51.6,53.0,5,17.03819239238717,5.699999999999999,5.4,0.0,,
"Driving,Racing,Arcade,Rally / Offroad,Motorcycle,Other,Motocross,Motocross",62.0,62.0,2,1.4142135623730951,6.949999999999999,6.949999999999999,0.0,,
"Driving,Racing,Arcade,Rally / Offroad,Rally / Offroad,Automobile",72.5,74.0,6,4.5934736311423405,6.966666666666666,7.199999999999999,0.0,,
"Driving,Racing,Arcade,Snow / Water,Other,Snow / Water",75.0,75.0,1,,8.2,8.2,0.0,,
"Driving,Racing,Car Combat,Arcade,Car Combat,Automobile",68.0,68.0,1,,7.2,7.2,0.0,,
"Driving,Racing,Car Combat,Arcade,Mission-based,Automobile",57.0,57.0,1,,7.4,7.4,0.0,,
"Driving,Racing,Demolition Derby,Arcade,Automobile",23.0,23.0,1,,3.1,3.1,0.0,,
"Driving,Racing,Demolition Derby,Arcade,Demolition Derby,Automobile",73.8,76.0,5,7.293833011524186,7.8,7.7,0.0,,
"Driving,Racing,Formula One",67.94444444444444,71.0,18,13.35255966746461,6.953846153846154,7.4,0.0,,
"Driving,Racing,Futuristic",70.24242424242425,69.0,33,15.211078000568975,7.678571428571429,7.9,0.0,,
"Driving,Racing,Futuristic,Futuristic,Arcade",89.0,89.0,1,,8.2,8.2,0.0,,
"Driving,Racing,GT / Street",71.88607594936708,74.0,79,13.344534405777452,7.7898550724637685,8.1,0.0,,
"Driving,Racing,General,Arcade,Arcade,Automobile",77.0,77.0,1,,8.7,8.7,0.0,,
"Driving,Racing,General,Arcade,Automobile",58.0,58.0,1,,7.0,7.0,0.0,,
"Driving,Racing,General,Arcade,Motorcycle,Automobile,Motocross,Motocross",55.0,55.0,2,1.4142135623730951,5.55,5.55,0.0,,
"Driving,Racing,General,General",57.75,66.5,4,17.839562774911276,7.033333333333334,6.9,0.0,,
"Driving,Racing,General,General,Arcade,Automobile",65.21428571428571,66.0,14,12.938782319526357,6.976923076923077,7.4,0.0,,
"Driving,Racing,Kart",69.13333333333334,67.5,30,11.422099974001789,7.696428571428571,7.85,0.0,,
"Driving,Racing,Kart,Kart",23.0,23.0,1,,3.0,3.0,0.0,,
"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",65.0,65.5,24,11.504252521870187,6.6000000000000005,6.95,0.0,,
"Driving,Racing,Mission-based,General,General,Arcade,Automobile",73.0,73.0,2,1.4142135623730951,7.5,7.5,0.0,,
"Driving,Racing,Motorcycle,Motocross",64.48275862068965,69.0,29,15.16956701909444,7.188888888888889,8.05,0.0,,
"Driving,Racing,Motorcycle,Street",71.8,71.0,20,9.682322470412398,7.88,8.1,0.0,,
"Driving,Racing,On-foot",59.333333333333336,63.0,3,8.144527815247079,7.6,7.6,0.0,,
"Driving,Racing,Other",62.0,59.0,3,15.716233645501712,8.166666666666666,8.1,0.0,,
"Driving,Racing,Rally / Offroad",71.16326530612245,73.0,49,12.639796508738293,7.442105263157895,7.7,0.0,,
"Driving,Racing,Rally / Offroad,Rally / Offroad",52.0,52.0,1,,7.3,7.3,0.0,,
"Driving,Racing,Simulation,Arcade,GT / Street,Automobile",45.0,45.0,1,,4.4,4.4,0.0,,
"Driving,Racing,Simulation,Arcade,GT / Street,GT / Street,Automobile",71.33333333333333,74.0,6,7.607014306984485,7.066666666666666,7.4,0.0,,
"Driving,Racing,Simulation,Arcade,Rally / Offroad,Rally / Offroad,Automobile",78.0,78.0,1,,6.8,6.8,0.0,,
"Driving,Racing,Simulation,Arcade,Stock Car,Other,Automobile",83.0,83.0,1,,7.2,7.2,0.0,,
"Driving,Racing,Simulation,Formula One,Automobile",64.2,62.0,5,5.674504383644445,5.46,4.8,0.0,,
"Driving,Racing,Simulation,Formula One,Formula One,Automobile",75.85185185185185,79.0,27,10.751399564363354,7.246153846153846,7.2,0.0,,
"Driving,Racing,Simulation,GT / Street,Automobile",78.66666666666667,76.5,6,5.537749241945382,6.8999999999999995,6.4,0.0,,
"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",74.29411764705883,78.0,85,11.317731063007543,7.014285714285715,7.1,0.0,,
"Driving,Racing,Simulation,GT / Street,Stock Car,Automobile",62.0,62.0,1,,4.1,4.1,0.0,,
"Driving,Racing,Simulation,General,Automobile",77.33333333333333,81.0,3,8.144527815247075,5.833333333333333,5.8,0.0,,
"Driving,Racing,Simulation,General,General,Automobile",70.0,70.0,7,7.187952884282609,6.257142857142857,6.4,0.0,,
"Driving,Racing,Simulation,General,General,GT / Street,Automobile",82.5,82.5,2,2.1213203435596424,7.75,7.75,0.0,,
"Driving,Racing,Simulation,Motorcycle,Automobile,Motocross,Street",73.0,73.0,1,,6.0,6.0,0.0,,
"Driving,Racing,Simulation,Motorcycle,Automobile,Street",73.0,73.0,1,,6.5,6.5,0.0,,
"Driving,Racing,Simulation,Motorcycle,Automobile,Street,Street",70.57894736842105,69.0,19,11.251250742688736,6.811111111111111,6.9,0.0,,
"Driving,Racing,Simulation,Other,Other,GT / Street,Automobile",67.0,65.0,3,3.4641016151377544,6.45,6.45,0.0,,
"Driving,Racing,Simulation,Rally / Offroad,Automobile",61.25,62.5,4,7.762087348130013,6.8,6.8,0.0,,
"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",71.5,72.5,48,11.674667975596819,7.084782608695652,7.2,0.0,,
"Driving,Racing,Simulation,Stock Car,GT / Street,Stock Car,Automobile",62.0,62.0,1,,4.6,4.6,0.0,,
"Driving,Racing,Simulation,Stock Car,Stock Car,Automobile",74.64285714285714,75.0,14,11.077400020257064,6.328571428571428,6.4,0.0,,
"Driving,Racing,Simulation,Truck,Automobile",61.0,61.0,1,,5.3,5.3,0.0,,
"Driving,Racing,Simulation,Truck,Truck,Automobile",43.0,43.0,1,,6.4,6.4,0.0,,
"Driving,Racing,Snow / Water",69.38461538461539,66.0,13,13.444568057636138,7.214285714285714,8.0,0.0,,
